game_A,game_B,genre_sama,persen_laku_A,jumlah_pembeli_A,jumlah_pembeli_B,jumlah_beli_keduanya,persen_bundling
Strings Theory,Ecognomix,"Adventure, Indie, Puzzle",0.64,32,29,3,9.38
Strings Theory,Froggie - A Retro Platformer Ps4 & Ps5,Puzzle,0.64,32,25,3,9.38
Strings Theory,Jim’S Adventure,Arcade,0.64,32,34,3,9.38
Strings Theory,Udo,"Adventure, Arcade, Indie, Platform",0.64,32,19,3,9.38
Strings Theory,Rivenaar'S Grove Ps4 & Ps5,Puzzle,0.64,32,39,3,9.38
Strings Theory,Railroads Online,Indie,0.64,32,17,3,9.38
Strings Theory,Fitting In,Adventure,0.64,32,11,3,9.38
Strong Bad'S Cool Game For Attractive People,Doki-Doki Universe,Adventure,0.26,13,141,3,23.08
Strong Bad'S Cool Game For Attractive People,Overlord Ii,Adventure,0.26,13,84,3,23.08
Strong Bad'S Cool Game For Attractive People,Castlevania: Lords Of Shadow - Mirror Of Fate Hd,Adventure,0.26,13,32,3,23.08
Strong Bad'S Cool Game For Attractive People,Tomb Raider,Adventure,0.26,13,61,3,23.08
Strong Bad'S Cool Game For Attractive People,Tehra Dark Warrior,Adventure,0.26,13,49,3,23.08
Strong Bad'S Cool Game For Attractive People,Castlevania: Harmony Of Despair,Adventure,0.26,13,54,3,23.08
Strong Bad'S Cool Game For Attractive People,Infamous: Festival Of Blood – Jeu Complet,Adventure,0.26,13,40,3,23.08
Strong Bad'S Cool Game For Attractive People,Oddworld L'Oddysée D'Abe Jeu,Adventure,0.26,13,51,3,23.08
Strong Buy Strong Sell,Reflector,Arcade,0.22,11,12,3,27.27
Stunt Flyer,Final Frog,Platform,0.38,19,17,3,15.79
Stunt Kite Masters Vr,Wreckfest Version Playstation5,"Simulation, Sports",0.36,18,43,3,16.67
Stuntman Ignition,Supersonic Acrobatic Rocket-Powered Battle-Cars,"Action, Racing",0.32,16,42,5,31.25
Stuntman Ignition,Joe Danger,"Action, Racing",0.32,16,35,5,31.25
Stuntman Ignition,Skydrift,"Action, Racing",0.32,16,49,5,31.25
Stuntman Ignition,Dyad,Racing,0.32,16,47,4,25.0
Stuntman Ignition,Shakedown: Hawaii,"Action, Racing",0.32,16,120,4,25.0
Stuntman Ignition,Grand Theft Auto Iv,"Action, Racing",0.32,16,34,4,25.0
Stuntman Ignition,4X4 Jam,Racing,0.32,16,74,4,25.0
Stuntman Ignition,Mxgp - The Official Motocross Videogame,Racing,0.32,16,28,4,25.0
Stuntman Ignition,Zombie Driver Hd,Racing,0.32,16,61,4,25.0
Stuntman Ignition,Motorhead,Racing,0.32,16,59,4,25.0
Stuntman Ignition,Jet Rider 2,Racing,0.32,16,70,3,18.75
Stuntman Ignition,Need For Speed Undercover,Racing,0.32,16,54,3,18.75
Stuntman Ignition,Motor Toon Grand Prix 2,Racing,0.32,16,132,3,18.75
Stuntman Ignition,Jellycar 2,Racing,0.32,16,110,3,18.75
Stuntman Ignition,Pixeljunk Racers: 2Nd Lap,Racing,0.32,16,20,3,18.75
Sturmfront - The Mutant War: Farewell Edition,Gta: Liberty City Stories,Shooter,0.18,9,78,4,44.44
Sturmfront - The Mutant War: Farewell Edition,Centipede,Shooter,0.18,9,62,3,33.33
Sturmfront - The Mutant War: Farewell Edition,A Space Shooter For 2 Bucks!,Shooter,0.18,9,120,3,33.33
Sturmfront - The Mutant War: Farewell Edition,Carnivores: Ice Age,Shooter,0.18,9,53,3,33.33
Sturmfront - The Mutant War: Farewell Edition,Fast Striker [Cross-Buy],Shooter,0.18,9,32,3,33.33
Sturmfront - The Mutant War: Farewell Edition,Gravity Crash Ultra,Shooter,0.18,9,16,3,33.33
Submerged: Hidden Depths,Mothmen 1966,"Adventure, Indie",0.34,17,17,4,23.53
Subnautica: Below Zero Ps4 & Ps5,Forklift 2025 Simulator,Unique,0.32,16,18,3,18.75
Subnautica: Below Zero Ps4 & Ps5,Splash Cars Ps4 & Ps5,Unique,0.32,16,45,3,18.75
Subway Simulator 2025 - City Train,Pixel Driver,"Racing, Simulation",0.34,17,11,4,23.53
Subway Simulator 2025 - City Train,Matchbox Aventures En Voitures,Racing,0.34,17,44,3,17.65
Subway Simulator 2025 - City Train,Forest Golf Planner,Simulation,0.34,17,14,3,17.65
Sudoku,Arctic Adventures: Polar'S Puzzles,Puzzle,0.74,37,64,11,29.73
Sudoku,Wizorb,Puzzle,0.74,37,166,10,27.03
Sudoku,Aqua Panic! [Psp],Puzzle,0.74,37,37,10,27.03
Sudoku,3D Twist & Match,Puzzle,0.74,37,72,10,27.03
Sudoku,Flow [Psp],Puzzle,0.74,37,112,9,24.32
Sudoku,Cubixx,Puzzle,0.74,37,47,9,24.32
Sudoku,Farm Frenzy 3,Puzzle,0.74,37,158,8,21.62
Sudoku,Pallurikio,Puzzle,0.74,37,48,8,21.62
Sudoku,Stand O 'Food,Puzzle,0.74,37,51,8,21.62
Sudoku,Re-Loaded,Puzzle,0.74,37,110,8,21.62
Sudoku,Omg-Z!,Puzzle,0.74,37,88,8,21.62
Sudoku,101-In-1 Megamix [Psp],Puzzle,0.74,37,122,8,21.62
Sudoku,Myst [Psp],Puzzle,0.74,37,56,8,21.62
Sudoku,Shapo,Puzzle,0.74,37,48,8,21.62
Sudoku,Tomb Raider Chronicles,Puzzle,0.74,37,138,8,21.62
Sugar Tanks,Castle Crashers Remastered,"Action, Adventure, Arcade",0.22,11,13,3,27.27
Sugar Tanks Arena,Energy Invasion,"Action, Arcade, Family",0.24,12,63,3,25.0
Sugardew Island,F1 Manager 2023,Simulation,0.68,34,40,5,14.71
Sugardew Island,Bratz Rythme & Style,Family,0.68,34,52,4,11.76
Sugardew Island,Nickelodeon Junior Party Adventure,Family,0.68,34,34,4,11.76
Sugardew Island,Twins Of The Sun,Family,0.68,34,39,4,11.76
Sugardew Island,Circle Of Nature,Simulation,0.68,34,38,3,8.82
Sugardew Island,Pool Nation,Simulation,0.68,34,70,3,8.82
Sugardew Island,Myrummy,Family,0.68,34,20,3,8.82
Sugardew Island,Retro Geek Shop Simulator,Simulation,0.68,34,41,3,8.82
Sugardew Island,Mining Mechs Ps4 & Ps5,Family,0.68,34,27,3,8.82
Sugardew Island,Pj Masks Power Heroes : Une Puissante Alliance,Family,0.68,34,37,3,8.82
Sugardew Island,Peppa Pig : Aventures Autour Du Monde,Family,0.68,34,14,3,8.82
Sugoro Quest: Dice Heroes Ps4 & Ps5,Twins Of The Sun,Adventure,0.54,27,39,3,11.11
Sugoro Quest: Dice Heroes Ps4 & Ps5,Ai Limit,"Adventure, RPG",0.54,27,23,3,11.11
Sugoro Quest: Dice Heroes Ps4 & Ps5,Tales Of GracesF Remastered,"Adventure, RPG",0.54,27,24,3,11.11
Suikoden,Gang Wars,Adventure,0.72,36,124,8,22.22
Suikoden,Freekscape: Escape From Hell,Adventure,0.72,36,39,7,19.44
Suikoden,The Mystery Of The Crystal Portal,Adventure,0.72,36,40,7,19.44
Suikoden,Tomb Raider Chronicles,Adventure,0.72,36,138,7,19.44
Suikoden,Rayman,Adventure,0.72,36,45,7,19.44
Suikoden,Wizorb,Adventure,0.72,36,166,6,16.67
Suikoden,Final Fantasy Viii,Adventure,0.72,36,102,6,16.67
Suikoden,Fear Effect 2: Retro Helix,Adventure,0.72,36,98,6,16.67
Suikoden,Vagrant Story,Adventure,0.72,36,93,6,16.67
Suikoden,Breakquest: Extra Evolution,Adventure,0.72,36,91,6,16.67
Suikoden,Jak 3,Adventure,0.72,36,28,6,16.67
Suikoden,Sid Meier'S Pirates!,Adventure,0.72,36,160,5,13.89
Suikoden,Invizimals: Shadow Zone,Adventure,0.72,36,27,5,13.89
Suikoden,Widget'S Odyssey 1 And 2,Adventure,0.72,36,50,5,13.89
Suikoden,Final Fantasy Ix,Adventure,0.72,36,79,5,13.89
Suikoden Ii,Lego Batman 3: Au-Delà De Gotham,Adventure,0.5,25,40,6,24.0
Suikoden Ii,The Warriors,Adventure,0.5,25,53,4,16.0
Suikoden Ii,Awesome Summer Minis Bundle,Adventure,0.5,25,154,4,16.0
Suikoden Ii,Uncharted: Drake’S Fortune,Adventure,0.5,25,48,4,16.0
Suikoden Ii,Metal Gear Solid,Adventure,0.5,25,79,4,16.0
Suikoden Ii,Tom Clancy'S Rainbow Six,Adventure,0.5,25,108,4,16.0
Suikoden Ii,The Jak And Daxter Trilogy,Adventure,0.5,25,19,4,16.0
Suikoden Ii,Touch My Katamari,Adventure,0.5,25,26,4,16.0
Suikoden Ii,Jetpack Joyride + 50K Coins,Adventure,0.5,25,39,4,16.0
Suikoden Ii,Guacamelee!,Adventure,0.5,25,25,4,16.0
Suikoden Ii,Crash Bandicoot 3 Warped,Adventure,0.5,25,47,4,16.0
Suikoden Ii,Doki-Doki Universe,Adventure,0.5,25,141,3,12.0
Suikoden Ii,Wizorb,Adventure,0.5,25,166,3,12.0
Suikoden Ii,Gang Wars,Adventure,0.5,25,124,3,12.0
Suikoden Ii,Silent Hill,Adventure,0.5,25,46,3,12.0
Suikoden Iv,God Of War: Chains Of Olympus,Adventure,0.34,17,14,4,23.53
Suikoden Iv,Skylanders Imaginators,Adventure,0.34,17,53,4,23.53
Suikoden Iv,Canis Canem Edit,Adventure,0.34,17,11,4,23.53
Suikoden Iv,Call Of Duty : World At War,Adventure,0.34,17,26,4,23.53
Suikoden Iv,Shadow Of The Colossus Classics Hd,Adventure,0.34,17,9,4,23.53
Suikoden Iv,Batman: Arkham Asylum,Adventure,0.34,17,69,3,17.65
Suikoden Iv,Marvel Ultimate Alliance 2,Adventure,0.34,17,62,3,17.65
Suikoden Iv,Silent Hill,Adventure,0.34,17,46,3,17.65
Suikoden Iv,Assassin'S Creed Rogue,Adventure,0.34,17,14,3,17.65
Suikoden Iv,Mass Effect,Adventure,0.34,17,26,3,17.65
Suikoden Iv,Steins,Adventure,0.34,17,32,3,17.65
Suikoden Iv,Vagrant Story,Adventure,0.34,17,93,3,17.65
Suikoden Iv,Version Complète D'Hamilton'S Great Adventure,Adventure,0.34,17,15,3,17.65
Suikoden Iv,Sackboy’S Prehistoric Moves,Adventure,0.34,17,39,3,17.65
Suikoden Iv,The Wolf Among Us - Episode 1: Faith,Adventure,0.34,17,60,3,17.65
Summer Games Beach Volley,Saturday Morning Rpg: It'S So Bad Edition,Sport,0.32,16,23,3,18.75
Summer Games Beach Volley,Rocket Rumble,Sport,0.32,16,18,3,18.75
Summer Games Challenge,Tt Isle Of Man: Ride On The Edge 2,"Simulation, Sports",0.24,12,16,3,25.0
Summer Games Challenge,Blocky Farm,Simulation,0.24,12,21,3,25.0
Summoner,Flashback,RPG,0.28,14,39,4,28.57
Summoner,Dungeon Defenders,RPG,0.28,14,76,4,28.57
Summoner,Might & Magic Clash Of Heroes,RPG,0.28,14,71,3,21.43
Summoner,The Legend Of Heroes: Trails Of Cold Steel Ii,RPG,0.28,14,35,3,21.43
Summoner,Final Fantasy Viii,RPG,0.28,14,102,3,21.43
Summoner,Yakuza 3,RPG,0.28,14,36,3,21.43
Summoner,Vandal Hearts Flames Of Judgment,RPG,0.28,14,46,3,21.43
Summoner,Monster World Iv,RPG,0.28,14,25,3,21.43
Summoner,Final Fantasy Ix,RPG,0.28,14,79,3,21.43
Summoner,Dead Island,RPG,0.28,14,48,3,21.43
Summoner,Final Fantasy Xiii-2,RPG,0.28,14,29,3,21.43
Summoner Ps2 Emulation (2000),The Legend Of Legacy Hd Remastered,RPG,0.3,15,10,3,20.0
Sundered : Édition Surnaturelle,Farming Simulator 17,Unique,0.22,11,22,4,36.36
Sunderfolk,Bubble Ghost Remake,Adventure,0.46,23,18,4,17.39
Sunderfolk,Police Shootout,"Adventure, Tactical, Turn-Based Strategy (Tbs), RPG",0.46,23,39,3,13.04
Sunderfolk,Dwerve,"Adventure, Strategy, Tactical, RPG",0.46,23,21,3,13.04
Sunderfolk,Colorful Colore,Strategy,0.46,23,26,3,13.04
Sunderfolk,Pj Masks Power Heroes : Une Puissante Alliance,Adventure,0.46,23,37,3,13.04
Sunderfolk,King Arthur: Legion Ix,"Strategy, Turn-Based Strategy (Tbs), RPG",0.46,23,21,3,13.04
Sunderfolk,Across The Obelisk,"Adventure, Card & Board Game, Strategy, Turn-Based Strategy (Tbs), RPG",0.46,23,40,3,13.04
Sunflowers,Cérébral Challenge [Psp],Puzzle,0.2,10,130,3,30.0
Sunflowers,Karimogi,Puzzle,0.2,10,55,3,30.0
Sunflowers,Doodle Kingdom,Puzzle,0.2,10,69,3,30.0
Sunflowers,"Cercles, Cercles, Cercles",Puzzle,0.2,10,28,3,30.0
Sunflowers,Semispheres,Puzzle,0.2,10,33,3,30.0
Sunflowers,Element4L,Puzzle,0.2,10,13,3,30.0
Sunny Café Ps4 & Ps5,Immortals Fenyx Rising Ps4 & Ps5,"Adventure, RPG",0.38,19,23,3,15.79
Sunny Café Ps4 & Ps5,Nekopara Vol.3,"Adventure, RPG",0.38,19,23,3,15.79
Sunnyside,Atari 50: The Anniversary Celebration,"Adventure, Simulator",0.6,30,36,4,13.33
Sunnyside,Zombie Rollerz: Pinball Heroes,"Indie, Simulator, RPG",0.6,30,29,4,13.33
Sunnyside,Discounty,"Indie, Simulator, RPG",0.6,30,37,3,10.0
Sunnyside,Star Trucker,"Adventure, Simulator",0.6,30,11,3,10.0
Sunnyside,Visco Collection,Adventure,0.6,30,55,3,10.0
Sunnyside,Galaxy Battle,Simulator,0.6,30,17,3,10.0
Sunnyside,Sunshower,Indie,0.6,30,21,3,10.0
Sunnyside,Mumrik: La Mélodie De La Vallée Des Moomins,"Adventure, Indie, RPG",0.6,30,32,3,10.0
Sunnyside,Battle Axe,"Adventure, Indie",0.6,30,36,3,10.0
Sunnyside,Creepy Tale: Some Other Place,"Adventure, Indie",0.6,30,32,3,10.0
Sunnyside,Techtonica,"Adventure, Indie, Simulator",0.6,30,23,3,10.0
Sunnyside,Espresso Tycoon,Simulator,0.6,30,17,3,10.0
Sunnyside,Animal Well,"Adventure, Indie",0.6,30,17,3,10.0
Sunnyside,Detective - Scene Crime,"Adventure, Indie, Simulator",0.6,30,25,3,10.0
Sunrise Gp,Rogue Flight,Arcade,0.3,15,15,3,20.0
Sunshower,Breakout Beyond,"Arcade, Indie",0.42,21,22,4,19.05
Sunshower,Sunnyside,Indie,0.42,21,30,3,14.29
Sunshower,In Sound Mind,"Indie, Shooter",0.42,21,31,3,14.29
Sunshower,Critical Strike Shooter Vr: Swat Rescue Missions,Shooter,0.42,21,14,3,14.29
Sunshower,Syder Reloaded,Arcade,0.42,21,18,3,14.29
Sunshower,Detective - Scene Crime,Indie,0.42,21,25,3,14.29
Sunshower,The Last Zone,Shooter,0.42,21,24,3,14.29
Sunshower,Descending,Indie,0.42,21,12,3,14.29
Sunsoft Is Back! Retro Game Selection,Candylands Journey,"Adventure, Platform",0.24,12,25,3,25.0
Sunsoft Is Back! Retro Game Selection,Disney Epic Mickey: Rebrushed,"Adventure, Platform",0.24,12,27,3,25.0
Sunsoft Is Back! Retro Game Selection,Sir Whoopass: Immortal Death,"Adventure, RPG",0.24,12,33,3,25.0
Super Blast Deluxe,Lemmings [Psp],Puzzle,0.38,19,73,6,31.58
Super Blast Deluxe,Pandemonium 2,Puzzle,0.38,19,120,5,26.32
Super Blast Deluxe,Go! Puzzle [Psp],Puzzle,0.38,19,35,5,26.32
Super Blast Deluxe,Still Time,"Action, Puzzle",0.38,19,33,5,26.32
Super Blast Deluxe,Sayonara Umiharakawase +,"Action, Puzzle",0.38,19,15,5,26.32
Super Blast Deluxe,Link-A-Pix Deluxe,Puzzle,0.38,19,56,4,21.05
Super Blast Deluxe,Fish Tank,Puzzle,0.38,19,64,4,21.05
Super Blast Deluxe,Cérébral Challenge [Psp],Puzzle,0.38,19,130,4,21.05
Super Blast Deluxe,Warlock'S Tower,Puzzle,0.38,19,26,4,21.05
Super Blast Deluxe,Doodle Kingdom,Puzzle,0.38,19,69,4,21.05
Super Blast Deluxe,Breakquest: Extra Evolution Pro Edition,Puzzle,0.38,19,44,4,21.05
Super Blast Deluxe,Spiral Splatter,"Action, Puzzle",0.38,19,43,4,21.05
Super Blast Deluxe,Gunhouse,"Action, Puzzle",0.38,19,26,4,21.05
Super Blast Deluxe,Urbanix,Puzzle,0.38,19,111,3,15.79
Super Blast Deluxe,Gem Legends,Puzzle,0.38,19,33,3,15.79
Super Bomberman R 2 Ps4 & Ps5,Monster Prom 2: Monster Camp Xxl Ps4 & Ps5,Party,0.32,16,50,3,18.75
Super Bomberman R 2 Ps4 & Ps5,Jelly Brawl,"Action, Party",0.32,16,27,3,18.75
Super Bomberman R 2 Ps4 & Ps5,The Jackbox Party Pack 8,Party,0.32,16,23,3,18.75
Super Chien : Mission Impossible,Weed & Greed,"Action, Adventure",0.58,29,28,3,10.34
Super Chien : Mission Impossible,Finding Paradise,Adventure,0.58,29,24,3,10.34
Super Chien : Mission Impossible,Transformers: Épreuves Galactiques,"Action, Family",0.58,29,26,3,10.34
Super Chien : Mission Impossible,Sanya,Adventure,0.58,29,28,3,10.34
Super Chien : Mission Impossible,Disney Epic Mickey: Rebrushed,Adventure,0.58,29,27,3,10.34
Super Chien : Mission Impossible,Légende: Saint Georges,Adventure,0.58,29,30,3,10.34
Super Chien : Mission Impossible,Ninja Gaiden 4,Adventure,0.58,29,15,3,10.34
Super Chien : Mission Impossible,Indigo 7 Quest For Love,Adventure,0.58,29,23,3,10.34
Super Chien : Mission Impossible,Outbreak: Lost Hope,Adventure,0.58,29,22,3,10.34
Super Dark Deception,The Riftbreaker,"Adventure, Indie, RPG",0.32,16,24,3,18.75
Super Dark Deception,Sanguis Luna,"Adventure, Indie, RPG",0.32,16,18,3,18.75
Super Engine Gt Turbo Spec Ps4 & Ps5,Wrc 9 Fia World Rally Championship Ps4 & Ps5,Racing,0.32,16,18,3,18.75
Super Engine Gt Turbo Spec Ps4 & Ps5,Wreckfest Version Playstation5,Racing,0.32,16,43,3,18.75
Super Engine Gt Turbo Spec Ps4 & Ps5,Ride 5,Racing,0.32,16,12,3,18.75
Super Engine Gt Turbo Spec Ps4 & Ps5,Hyper Rider,"Arcade, Racing",0.32,16,12,3,18.75
Super Fruitfall,Alien Havoc & Bubble Trubble Bundle,Unknown,0.8,40,58,10,25.0
Super Fruitfall,Ape Academy [Psp],Unknown,0.8,40,39,7,17.5
Super Fruitfall,Dynogems + Tehra Dark Warrior,Unknown,0.8,40,58,7,17.5
Super Fruitfall,La Petite Sirène 2,Unknown,0.8,40,46,7,17.5
Super Fruitfall,Bugriders: The Race Of Kings,Unknown,0.8,40,54,7,17.5
Super Fruitfall,Toy Story 3 [Psp],Unknown,0.8,40,36,7,17.5
Super Fruitfall,Disney·Pixar Cars Quatre Roues [Psp],Unknown,0.8,40,34,6,15.0
Super Fruitfall,All-In-One Sports Collection,Unknown,0.8,40,44,6,15.0
Super Fruitfall,Arcade Essentials + Arcade Evolution,Unknown,0.8,40,46,6,15.0
Super Fruitfall,I Kill Zombies,Unknown,0.8,40,56,6,15.0
Super Fruitfall,Patapon 3 Déblocage En Ligne [Psp],Unknown,0.8,40,47,6,15.0
Super Fruitfall,Disney Presente Hercule,Unknown,0.8,40,46,6,15.0
Super Fruitfall,Pack Vert [Psp],Unknown,0.8,40,44,6,15.0
Super Fruitfall,Mots Croisés,Unknown,0.8,40,53,6,15.0
Super Fruitfall,Dj Max Fever [Psp],Unknown,0.8,40,36,6,15.0
Super Fruitfall [Psp],Petz Ma Famille Hamster [Psp],Unknown,0.24,12,40,4,33.33
Super Fruitfall [Psp],Disney·Pixar Cars Quatre Roues [Psp],Unknown,0.24,12,34,4,33.33
Super Fruitfall [Psp],Snake Warriors: Training,Unknown,0.24,12,44,4,33.33
Super Fruitfall [Psp],Disney Atlantide : L'Empire Perdu,Unknown,0.24,12,42,4,33.33
Super Fruitfall [Psp],20Q,Unknown,0.24,12,54,4,33.33
Super Fruitfall [Psp],Mawaskes Puzzle [Psp],Unknown,0.24,12,34,4,33.33
Super Fruitfall [Psp],Mytran Wars [Psp],Unknown,0.24,12,33,4,33.33
Super Fruitfall [Psp],Fired Up [Psp],Unknown,0.24,12,31,4,33.33
Super Fruitfall [Psp],Démo Wipeout Pulse,Unknown,0.24,12,17,4,33.33
Super Fruitfall [Psp],L’Entraineur 2007 [Psp],Unknown,0.24,12,21,3,25.0
Super Fruitfall [Psp],Spectral Vs. Generation [Psp],Unknown,0.24,12,30,3,25.0
Super Fruitfall [Psp],Defenders Of The Mystic Garden,Unknown,0.24,12,44,3,25.0
Super Fruitfall [Psp],Future Fight,Unknown,0.24,12,59,3,25.0
Super Fruitfall [Psp],Canabalt,Unknown,0.24,12,46,3,25.0
Super Fruitfall [Psp],Arcade Essentials + Arcade Evolution,Unknown,0.24,12,46,3,25.0
Super Hang-On,Ridge Racer Unbounded,"Arcade, Racing",0.52,26,66,6,23.08
Super Hang-On,Motogp 10/11,Racing,0.52,26,58,5,19.23
Super Hang-On,Beat Hazard Ultra,Arcade,0.52,26,106,5,19.23
Super Hang-On,Burn Zombie Burn!,Arcade,0.52,26,35,5,19.23
Super Hang-On,Blazerush,"Arcade, Racing",0.52,26,47,5,19.23
Super Hang-On,Wroom Wroom Bundle!,"Arcade, Racing",0.52,26,44,5,19.23
Super Hang-On,Atari Anniversary Edition,Arcade,0.52,26,241,4,15.38
Super Hang-On,Braid,Arcade,0.52,26,42,4,15.38
Super Hang-On,Grand Theft Auto Iv,Racing,0.52,26,34,4,15.38
Super Hang-On,Fatal Inertia Ex Full,Racing,0.52,26,11,4,15.38
Super Hang-On,Under Night In-Birth Exe:Late,Arcade,0.52,26,19,4,15.38
Super Hang-On,Wired Arcade Bundle,Arcade,0.52,26,68,4,15.38
Super Hang-On,The Last Bounty Hunter,Arcade,0.52,26,54,4,15.38
Super Hang-On,Skydrift,Racing,0.52,26,49,4,15.38
Super Hang-On,Formula One Championship,Racing,0.52,26,40,4,15.38
Super Hydorah,Brainpipe,Arcade,0.32,16,161,5,31.25
Super Hydorah,Zombie Tycoon (Français),Arcade,0.32,16,107,4,25.0
Super Hydorah,Minutes,Arcade,0.32,16,51,4,25.0
Super Hydorah,Lichtspeer: Double Speer Edition,Arcade,0.32,16,34,4,25.0
Super Hydorah,Atari Anniversary Edition,Arcade,0.32,16,241,3,18.75
Super Hydorah,Panda Run,Arcade,0.32,16,29,3,18.75
Super Hydorah,Stranded: A Mars Adventure,Arcade,0.32,16,40,3,18.75
Super Hydorah,Marvin'S Maze,Arcade,0.32,16,101,3,18.75
Super Hydorah,Russian Subway Dogs,Arcade,0.32,16,61,3,18.75
Super Hydorah,Twin Breaker: A Sacred Symbols Adventure,Arcade,0.32,16,43,3,18.75
Super Hydorah,The Swindle,Arcade,0.32,16,36,3,18.75
Super Hydorah,Neogeo Heroes -Ultimate Shooting-,Arcade,0.32,16,62,3,18.75
Super Hydorah,Victory Road,Arcade,0.32,16,99,3,18.75
Super Hydorah,Habroxia 2,Arcade,0.32,16,49,3,18.75
Super Hydorah,Resogun,Arcade,0.32,16,54,3,18.75
Super Impossible Road,Arab Drift Cars 2 - The Definitive Edition,Racing,0.44,22,24,3,13.64
Super Impossible Road,Bike Runner,Sport,0.44,22,25,3,13.64
Super Jagger Bomb 2: Go East Ps4 & Ps5,Tortues Ninja : Les Mutants Se Déchaînent,"Action, Family",0.62,31,27,4,12.9
Super Jagger Bomb 2: Go East Ps4 & Ps5,Bouncy Chicken Ps4 & Ps5,"Family, Puzzle",0.62,31,39,3,9.68
Super Jagger Bomb 2: Go East Ps4 & Ps5,Cat Souls Ps4 & Ps5,"Action, Puzzle",0.62,31,24,3,9.68
Super Jagger Bomb 2: Go East Ps4 & Ps5,Arise: A Simple Story,"Action, Family",0.62,31,12,3,9.68
Super Jagger Bomb 2: Go East Ps4 & Ps5,Transformers: Épreuves Galactiques,"Action, Family",0.62,31,26,3,9.68
Super Kids Racing - Snow Edition,Fifty Words By Powgi,Family,0.3,15,76,3,20.0
Super Mega Baseball,Everybody'S Golf,Sports,0.76,38,58,8,21.05
Super Mega Baseball,Foosball 2012,Sports,0.76,38,45,6,15.79
Super Mega Baseball,Démo Motorstorm Pacific Rift 2.0,Sports,0.76,38,43,5,13.16
Super Mega Baseball,Wwe All Stars,Sports,0.76,38,149,5,13.16
Super Mega Baseball,Wwe Smackdown Vs. Raw 2011,Sports,0.76,38,43,5,13.16
Super Mega Baseball,Everybody’S Golf 2,Sports,0.76,38,137,4,10.53
Super Mega Baseball,Pool Nation,Sports,0.76,38,70,4,10.53
Super Mega Baseball,Backbreaker Vengeance,Sports,0.76,38,43,4,10.53
Super Mega Baseball,Sports Champions 2,Sports,0.76,38,25,4,10.53
Super Mega Baseball,Hustle Kings,Sports,0.76,38,21,4,10.53
Super Mega Baseball,Doodle Pool,Sports,0.76,38,92,4,10.53
Super Mega Baseball,Cool Boarders 2,Sports,0.76,38,124,4,10.53
Super Mega Baseball,Sky Diving,Sports,0.76,38,38,4,10.53
Super Mega Baseball,Le Package Big Head,Sports,0.76,38,126,4,10.53
Super Mega Baseball,Skate 3,Sports,0.76,38,32,4,10.53
Super Mining Mechs Ps4 & Ps5,Wreckfest Version Playstation5,Simulation,0.34,17,43,3,17.65
Super Monkey Ball Banana Splitz,Tales From Space: Mutant Blobs Attack,Puzzle,0.3,15,110,4,26.67
Super Monkey Ball Banana Splitz,Angry Birds,Puzzle,0.3,15,55,4,26.67
Super Monkey Ball Banana Splitz,Green Game: Timeswapper,Puzzle,0.3,15,28,4,26.67
Super Monkey Ball Banana Splitz,Open Me!,Puzzle,0.3,15,24,4,26.67
Super Monkey Ball Banana Splitz,Pandemonium 2,Puzzle,0.3,15,120,3,20.0
Super Monkey Ball Banana Splitz,Squares,Puzzle,0.3,15,40,3,20.0
Super Monkey Ball Banana Splitz,Hohokum,Puzzle,0.3,15,134,3,20.0
Super Monkey Ball Banana Splitz,Kahoots,Puzzle,0.3,15,52,3,20.0
Super Monkey Ball Banana Splitz,Idiot Squad,Puzzle,0.3,15,52,3,20.0
Super Monkey Ball Banana Splitz,The Treasures Of Montezuma,Puzzle,0.3,15,34,3,20.0
Super Monkey Ball Banana Splitz,Fifty Words By Powgi,Puzzle,0.3,15,76,3,20.0
Super Monkey Ball Banana Splitz,North,Puzzle,0.3,15,45,3,20.0
Super Monkey Ball Banana Splitz,Monsterbag,Puzzle,0.3,15,15,3,20.0
Super Monkey Ball Banana Splitz,Cérébral Challenge [Psp],Puzzle,0.3,15,130,3,20.0
Super Monkey Ball Banana Splitz,Bloons Td,Puzzle,0.3,15,124,3,20.0
Super Motherload,Hohokum,"Action, Puzzle",0.96,48,134,13,27.08
Super Motherload,Piyotama,Puzzle,0.96,48,57,8,16.67
Super Motherload,Batman: Arkham Asylum,Adventure,0.96,48,69,7,14.58
Super Motherload,Overlord Ii,Adventure,0.96,48,84,7,14.58
Super Motherload,Abyss Odyssey,Adventure,0.96,48,50,7,14.58
Super Motherload,Super Rub'A'Dub,Puzzle,0.96,48,28,7,14.58
Super Motherload,Tetraminos,Puzzle,0.96,48,136,6,12.5
Super Motherload,Journey - Édition Collector,"Adventure, Puzzle",0.96,48,75,6,12.5
Super Motherload,Deathspank: Thongs Of Virtue,"Action, Adventure",0.96,48,101,6,12.5
Super Motherload,Quantum Conundrum,"Adventure, Puzzle",0.96,48,106,6,12.5
Super Motherload,Metal Gear Solid - Digital Graphic Novel,"Adventure, Puzzle",0.96,48,111,6,12.5
Super Motherload,Orbit,Puzzle,0.96,48,57,6,12.5
Super Motherload,Brütal Legend,Adventure,0.96,48,75,5,10.42
Super Motherload,Yummy Yummy Cookie Jam,Puzzle,0.96,48,50,5,10.42
Super Motherload,Uncharted 2: Among Thieves,Adventure,0.96,48,58,5,10.42
